Date,F,GM,TM,TSLA,GSPC
2017-11-01,8.499489784240723,37.817752838134766,126.33999633789062,20.59000015258789,2647.580078125
2017-12-01,8.479122161865234,35.974693298339844,127.16999816894531,20.75666618347168,2673.610107421875
2018-01-01,7.44723653793335,37.559566497802734,137.9199981689453,23.62066650390625,2823.81005859375
2018-02-01,7.380218505859375,34.84952926635742,134.60000610351562,22.87066650390625,2713.830078125
2018-03-01,7.707147121429443,32.18379211425781,130.3699951171875,17.742000579833984,2640.8701171875
2018-04-01,7.818442344665527,32.868995666503906,130.97999572753906,19.593332290649414,2648.050048828125
2018-05-01,8.14186954498291,38.20103454589844,127.97000122070312,18.98200035095215,2705.27001953125
2018-06-01,7.803504467010498,35.24873733520508,128.80999755859375,22.863332748413086,2718.3701171875
2018-07-01,7.0774335861206055,34.2116584777832,131.83999633789062,19.875999450683594,2816.2900390625
2018-08-01,6.7766218185424805,32.533111572265625,124.08000183105469,20.110666275024414,2901.52001953125
2018-09-01,6.612208843231201,30.385295867919922,124.3499984741211,17.65133285522461,2913.97998046875
2018-10-01,6.826659679412842,33.379859924316406,117.05000305175781,22.488000869750977,2711.739990234375
2018-11-01,6.8474202156066895,34.62055206298828,121.4800033569336,23.365333557128906,2760.169921875
2018-12-01,5.566711902618408,30.515342712402344,116.08000183105469,22.18666648864746,2506.85009765625
2019-01-01,6.403539180755615,35.97096633911133,123.16999816894531,20.468000411987305,2704.10009765625
2019-02-01,6.492888450622559,36.39501190185547,121.04000091552734,21.325332641601562,2784.489990234375
2019-03-01,6.500291347503662,34.200992584228516,118.0199966430664,18.657333374023438,2834.39990234375
2019-04-01,7.736680030822754,36.26276397705078,123.5999984741211,15.912667274475098,2945.830078125
2019-05-01,7.161224365234375,31.039813995361328,117.58000183105469,12.343999862670898,2752.06005859375
2019-06-01,7.695306301116943,35.87174606323242,123.98999786376953,14.897333145141602,2941.760009765625
2019-07-01,7.1687445640563965,37.959346771240234,129.0500030517578,16.107332229614258,2980.3798828125
2019-08-01,7.000898361206055,34.90114212036133,130.6300048828125,15.040666580200195,2926.4599609375
2019-09-01,6.993262767791748,35.26812744140625,134.49000549316406,16.058000564575195,2976.739990234375
2019-10-01,6.558093070983887,35.31797409057617,138.5500030517578,20.994667053222656,3037.56005859375
2019-11-01,7.0304341316223145,34.215476989746094,140.2100067138672,21.996000289916992,3140.97998046875
2019-12-01,7.216670036315918,34.785728454589844,140.5399932861328,27.8886661529541,3230.780029296875
2020-01-01,6.844196319580078,32.0753173828125,138.83999633789062,43.371334075927734,3225.52001953125
2020-02-01,5.4927144050598145,29.29910659790039,130.75,44.53266525268555,2954.219970703125
2020-03-01,3.8117547035217285,19.96181869506836,119.94999694824219,34.93333435058594,2584.590087890625
2020-04-01,4.016942024230957,21.673572540283203,123.58999633789062,52.12533187866211,2912.429931640625
2020-05-01,4.5062360763549805,25.164289474487305,126.01000213623047,55.66666793823242,3044.31005859375
2020-06-01,4.7982330322265625,24.600332260131836,125.62999725341797,71.98733520507812,3100.2900390625
2020-07-01,5.216500282287598,24.201669692993164,119.33999633789062,95.38400268554688,3271.1201171875
2020-08-01,5.382228374481201,28.81058692932129,132.42999267578125,166.10667419433594,3500.31005859375
2020-09-01,5.255959987640381,28.771692276000977,132.44000244140625,143.00332641601562,3363.0
2020-10-01,6.1003851890563965,33.575077056884766,131.2899932861328,129.34666442871094,3269.9599609375
2020-11-01,7.165783405303955,42.62761306762695,134.4600067138672,189.1999969482422,3621.6298828125
2020-12-01,6.936919212341309,40.48845291137695,154.57000732421875,235.22332763671875,3756.070068359375
2021-01-01,8.310097694396973,49.27845001220703,140.52000427246094,264.510009765625,3714.239990234375
2021-02-01,9.233443260192871,49.91047668457031,147.92999267578125,225.1666717529297,3811.14990234375
2021-03-01,9.667492866516113,55.87095642089844,156.05999755859375,222.64332580566406,3972.889892578125
2021-04-01,9.107172966003418,55.63758850097656,150.77000427246094,236.47999572753906,4181.169921875
2021-05-01,11.466829299926758,57.66979217529297,165.97999572753906,208.4066619873047,4204.10986328125
2021-06-01,11.727259635925293,57.533660888671875,174.83999633789062,226.56666564941406,4297.5
2021-07-01,11.00910472869873,55.26809310913086,179.83999633789062,229.06666564941406,4395.259765625
2021-08-01,10.283055305480957,47.654632568359375,174.22999572753906,245.24000549316406,4522.68017578125
